job_title,salary_usd,experience_level,company_size,education_required,years_experience,industry
AI Research Scientist,41132,EN,S,Master,1,Healthcare
Data Analyst,117356,SE,L,Bachelor,7,Consulting
Computer Vision Engineer,160641,SE,M,PhD,9,Retail
AI Software Engineer,107007,SE,M,Master,5,Energy
Computer Vision Engineer,52960,EN,S,PhD,0,Education
Machine Learning Engineer,117957,SE,L,Master,6,Healthcare
Data Analyst,70615,MI,S,Associate,4,Government
AI Product Manager,128919,EX,M,Master,12,Media
AI Software Engineer,104524,EX,S,Master,17,Consulting
AI Product Manager,172907,SE,L,PhD,5,Manufacturing
AI Architect,187492,EX,M,Bachelor,19,Gaming
Data Analyst,64753,EN,S,Bachelor,1,Media
Autonomous Systems Engineer,85743,MI,S,PhD,4,Government
Computer Vision Engineer,67383,EN,S,PhD,1,Energy
Autonomous Systems Engineer,68975,MI,L,Associate,2,Healthcare
Data Analyst,196902,EX,S,Master,12,Consulting
ML Ops Engineer,222678,EX,M,Associate,16,Transportation
Data Scientist,32977,EN,S,Associate,1,Energy
AI Software Engineer,53421,EN,S,Bachelor,1,Consulting
Head of AI,94267,SE,M,Associate,7,Retail
AI Architect,111674,SE,L,PhD,8,Government
ML Ops Engineer,107349,SE,M,Associate,5,Automotive
AI Consultant,136515,SE,M,Bachelor,9,Consulting
Machine Learning Researcher,155515,EX,L,Associate,13,Finance
Deep Learning Engineer,85575,MI,M,Bachelor,3,Finance
Principal Data Scientist,61582,EN,L,Associate,0,Technology
AI Consultant,133038,SE,L,Bachelor,8,Telecommunications
AI Product Manager,105361,EN,L,Associate,1,Consulting
Deep Learning Engineer,79846,MI,M,Master,4,Telecommunications
AI Software Engineer,148524,EX,L,PhD,17,Healthcare
AI Specialist,88895,SE,S,Associate,5,Media
Head of AI,82960,SE,M,PhD,8,Transportation
Data Engineer,42201,EN,M,PhD,0,Technology
AI Research Scientist,49041,EN,S,Associate,0,Gaming
AI Product Manager,124367,SE,M,Bachelor,8,Telecommunications
AI Research Scientist,48884,EN,L,Bachelor,0,Real Estate
Computer Vision Engineer,61307,EN,M,Bachelor,0,Consulting
ML Ops Engineer,71451,EN,S,PhD,1,Government
Machine Learning Researcher,56658,EN,L,Master,1,Healthcare
Machine Learning Engineer,132933,EX,M,Bachelor,12,Finance
Autonomous Systems Engineer,67853,MI,S,PhD,3,Technology
AI Research Scientist,49354,EN,L,Bachelor,0,Real Estate
Robotics Engineer,103139,SE,S,Associate,5,Manufacturing
NLP Engineer,124373,MI,L,Associate,4,Telecommunications
AI Research Scientist,68815,MI,L,Associate,2,Gaming
Computer Vision Engineer,51387,EN,S,Associate,1,Finance
AI Consultant,140613,MI,L,Associate,3,Consulting
AI Software Engineer,66264,MI,L,Associate,3,Manufacturing
ML Ops Engineer,131390,SE,M,Associate,7,Gaming
Computer Vision Engineer,107760,EX,M,PhD,16,Gaming
Data Engineer,118205,MI,L,Associate,4,Technology
Deep Learning Engineer,129306,EX,S,PhD,17,Automotive
Principal Data Scientist,35517,EN,S,Bachelor,1,Education
ML Ops Engineer,262069,EX,S,Master,16,Education
AI Software Engineer,51587,EN,M,Master,1,Finance
AI Architect,101733,SE,L,Associate,9,Transportation
AI Product Manager,159311,EX,S,Associate,15,Energy
Data Scientist,76097,MI,M,Associate,2,Education
Autonomous Systems Engineer,60004,EN,S,PhD,1,Automotive
AI Software Engineer,48903,EN,S,Master,1,Government
AI Research Scientist,64868,SE,S,Master,7,Telecommunications
AI Research Scientist,96858,EN,M,Master,1,Automotive
Research Scientist,146042,SE,L,Associate,8,Finance
Autonomous Systems Engineer,92724,MI,M,Associate,4,Consulting
Machine Learning Engineer,106821,EX,S,PhD,10,Energy
Data Engineer,205500,EX,S,Master,13,Government
Robotics Engineer,144362,SE,S,PhD,6,Education
AI Specialist,76236,MI,M,Bachelor,3,Real Estate
AI Specialist,106139,MI,M,Associate,2,Government
Computer Vision Engineer,85074,SE,L,Associate,5,Finance
AI Consultant,111637,SE,L,Master,7,Manufacturing
Autonomous Systems Engineer,195666,EX,L,Associate,14,Government
Head of AI,144311,SE,L,Master,9,Transportation
NLP Engineer,108968,MI,M,Associate,4,Energy
ML Ops Engineer,73861,MI,S,Master,4,Media
Autonomous Systems Engineer,119986,MI,M,PhD,4,Manufacturing
Data Engineer,69708,EN,S,PhD,1,Transportation
Data Analyst,223675,EX,L,Bachelor,14,Healthcare
NLP Engineer,216388,EX,M,Associate,13,Manufacturing
Data Analyst,129214,MI,M,PhD,4,Energy
Machine Learning Researcher,45762,EN,M,Associate,0,Automotive
Computer Vision Engineer,67197,MI,S,PhD,3,Gaming
Data Scientist,93513,SE,M,PhD,6,Consulting
AI Product Manager,156153,EX,S,Master,17,Real Estate
Computer Vision Engineer,52519,EN,L,PhD,0,Retail
ML Ops Engineer,97273,SE,M,Master,6,Energy
Machine Learning Engineer,120198,SE,S,Associate,7,Education
Data Scientist,88690,MI,M,Master,3,Telecommunications
AI Software Engineer,76082,EN,L,PhD,1,Finance
Machine Learning Researcher,98376,EX,S,PhD,19,Manufacturing
AI Software Engineer,97742,MI,L,Master,4,Energy
Data Analyst,58634,EN,L,PhD,0,Government
Autonomous Systems Engineer,194882,SE,L,PhD,6,Technology
Research Scientist,54910,MI,S,Bachelor,4,Retail
Deep Learning Engineer,97824,SE,M,Bachelor,9,Automotive
Autonomous Systems Engineer,121080,MI,L,Associate,2,Government
Machine Learning Engineer,108108,MI,L,PhD,4,Energy
AI Research Scientist,52110,EN,L,PhD,0,Transportation
Research Scientist,88464,SE,S,Bachelor,5,Real Estate
NLP Engineer,95517,MI,S,PhD,4,Technology
NLP Engineer,80455,SE,S,Master,5,Healthcare
Data Analyst,122001,SE,M,PhD,6,Transportation
NLP Engineer,99139,SE,S,Associate,6,Media
Head of AI,220236,EX,L,Bachelor,15,Energy
AI Software Engineer,111722,MI,M,PhD,2,Real Estate
AI Product Manager,131548,EX,L,Associate,13,Energy
AI Product Manager,137612,SE,M,Bachelor,5,Retail
Deep Learning Engineer,89101,MI,L,Associate,3,Media
AI Specialist,109392,MI,S,Bachelor,2,Finance
ML Ops Engineer,79123,EN,M,PhD,0,Healthcare
Data Scientist,85251,SE,M,Bachelor,5,Gaming
AI Specialist,96496,MI,S,Bachelor,4,Media
Research Scientist,84797,MI,S,PhD,4,Real Estate
AI Consultant,37181,EN,M,Bachelor,1,Gaming
Computer Vision Engineer,138492,EX,S,Master,18,Retail
AI Consultant,167796,EX,M,PhD,13,Telecommunications
Data Scientist,145539,EX,M,Bachelor,13,Finance
Deep Learning Engineer,63427,EN,L,Associate,1,Media
Data Scientist,52958,EN,S,Master,1,Finance
Principal Data Scientist,103182,MI,S,PhD,4,Manufacturing
AI Consultant,49461,EN,M,Master,0,Consulting
Machine Learning Engineer,59404,MI,S,Master,4,Healthcare
AI Specialist,106370,EX,S,Associate,11,Telecommunications
ML Ops Engineer,122025,MI,L,Bachelor,3,Retail
Research Scientist,104698,SE,S,Bachelor,6,Energy
AI Specialist,36052,EN,S,Associate,0,Media
AI Consultant,190891,EX,L,Associate,12,Transportation
Principal Data Scientist,60615,EN,S,Master,1,Energy
AI Software Engineer,74581,MI,L,Bachelor,2,Telecommunications
AI Specialist,159428,SE,M,PhD,6,Technology
AI Product Manager,90930,MI,M,Bachelor,4,Consulting
AI Architect,131045,SE,L,Bachelor,7,Education
Data Scientist,98030,MI,S,Bachelor,3,Education
Machine Learning Researcher,138792,EX,M,Bachelor,17,Consulting
AI Architect,189776,SE,L,PhD,7,Education
Deep Learning Engineer,61734,EN,S,PhD,1,Transportation
Research Scientist,142134,SE,M,Bachelor,5,Manufacturing
AI Consultant,143660,EX,S,Associate,15,Healthcare
Robotics Engineer,108250,EX,M,Master,17,Real Estate
AI Specialist,128857,EX,S,PhD,10,Finance
Robotics Engineer,64321,EN,S,Bachelor,1,Manufacturing
Data Scientist,117072,MI,S,Master,4,Healthcare
Data Analyst,62731,MI,M,PhD,2,Automotive
Data Engineer,72279,EN,M,Master,0,Manufacturing
Autonomous Systems Engineer,122734,EX,S,Master,10,Consulting
Research Scientist,93777,EN,M,Master,0,Media
AI Product Manager,59954,EN,S,Associate,1,Automotive
Research Scientist,58961,EN,L,Bachelor,1,Automotive
Data Analyst,158009,EX,S,PhD,10,Technology
AI Specialist,51230,EN,S,Bachelor,1,Healthcare
AI Research Scientist,268888,EX,S,Associate,16,Consulting
Machine Learning Engineer,179359,EX,S,Bachelor,15,Transportation
ML Ops Engineer,34190,EN,S,PhD,1,Retail
Machine Learning Researcher,138387,SE,M,Bachelor,6,Consulting
Data Scientist,83976,MI,M,Associate,3,Consulting
Machine Learning Engineer,198926,EX,S,Bachelor,11,Automotive
Deep Learning Engineer,81667,SE,S,Master,7,Manufacturing
Robotics Engineer,76755,MI,M,Associate,2,Government
Robotics Engineer,91107,SE,S,PhD,7,Gaming
Research Scientist,187440,EX,S,Bachelor,10,Gaming
Data Analyst,107436,MI,L,Bachelor,4,Transportation
AI Product Manager,69546,EN,M,PhD,0,Technology
Data Scientist,47211,MI,S,Associate,4,Technology
Robotics Engineer,80121,MI,L,Associate,3,Retail
NLP Engineer,100638,SE,S,Associate,7,Retail
Deep Learning Engineer,45615,EN,S,Associate,1,Media
AI Research Scientist,90646,MI,S,Associate,2,Government
ML Ops Engineer,131024,EX,L,Bachelor,12,Consulting
Autonomous Systems Engineer,203404,EX,L,PhD,19,Consulting
Data Engineer,126322,EX,S,Bachelor,16,Education
ML Ops Engineer,118168,MI,M,PhD,2,Government
Machine Learning Researcher,43999,EN,L,PhD,1,Consulting
Computer Vision Engineer,46121,EN,M,Master,0,Media
Machine Learning Engineer,206613,EX,S,Associate,18,Media
AI Architect,144513,EX,M,Associate,12,Media
Computer Vision Engineer,116663,MI,M,Bachelor,3,Energy
Data Analyst,123622,EX,M,Master,15,Energy
NLP Engineer,77776,EN,L,Bachelor,0,Transportation
Machine Learning Researcher,103835,EX,S,Bachelor,11,Finance
AI Architect,91128,SE,L,Bachelor,5,Technology
Data Scientist,72798,SE,M,Master,8,Media
Machine Learning Engineer,85424,MI,M,Associate,3,Telecommunications
Data Scientist,49147,EN,S,Associate,1,Energy
AI Research Scientist,106978,SE,L,PhD,5,Government
Computer Vision Engineer,132764,SE,M,Master,7,Automotive
NLP Engineer,252413,EX,M,PhD,14,Telecommunications
AI Software Engineer,128067,SE,S,Bachelor,5,Automotive
Data Engineer,122517,MI,L,Master,4,Automotive
Deep Learning Engineer,66576,EN,L,Bachelor,0,Automotive
NLP Engineer,134083,MI,L,PhD,4,Consulting
Deep Learning Engineer,129699,MI,L,Master,2,Finance
AI Consultant,49213,EN,S,Associate,1,Technology
Machine Learning Engineer,118450,SE,S,Master,5,Transportation
AI Software Engineer,123935,MI,L,PhD,2,Government
Computer Vision Engineer,174843,SE,L,Bachelor,7,Government
NLP Engineer,159121,EX,L,Master,11,Retail
Computer Vision Engineer,93043,MI,S,Master,4,Real Estate
Head of AI,69641,MI,M,Associate,3,Healthcare
AI Architect,121458,SE,S,Associate,8,Government
Head of AI,80910,EN,M,Associate,1,Telecommunications
Principal Data Scientist,105096,MI,S,Master,2,Healthcare
AI Research Scientist,178734,EX,S,Master,18,Telecommunications
Principal Data Scientist,121811,EX,L,Bachelor,12,Energy
Machine Learning Engineer,206886,EX,L,Bachelor,18,Education
AI Architect,215355,EX,L,Master,10,Retail
AI Software Engineer,46314,EN,S,Bachelor,0,Automotive
Head of AI,55954,MI,S,Master,3,Real Estate
Research Scientist,214206,SE,L,PhD,8,Consulting
Robotics Engineer,47603,EN,M,PhD,1,Real Estate
AI Software Engineer,94183,SE,S,Bachelor,7,Consulting
Machine Learning Researcher,115528,MI,L,PhD,2,Real Estate
Data Engineer,93102,MI,L,Associate,4,Manufacturing
AI Specialist,120914,MI,M,PhD,4,Automotive
Robotics Engineer,98656,MI,S,Master,2,Transportation
Machine Learning Researcher,242437,EX,M,Bachelor,19,Government
Machine Learning Researcher,345228,EX,M,Associate,16,Technology
ML Ops Engineer,158293,EX,M,Associate,10,Education
AI Software Engineer,57612,EN,L,Bachelor,0,Technology
Data Scientist,237173,EX,L,Bachelor,18,Automotive
Research Scientist,226516,EX,L,PhD,17,Telecommunications
AI Specialist,48584,EN,L,Bachelor,1,Consulting
Principal Data Scientist,92641,SE,S,Associate,6,Media
AI Research Scientist,92743,MI,M,PhD,3,Real Estate
ML Ops Engineer,69149,MI,L,PhD,2,Gaming
Research Scientist,138008,SE,M,Associate,7,Finance
AI Specialist,36553,EN,M,Master,0,Energy
Deep Learning Engineer,82921,SE,M,Associate,8,Consulting
Robotics Engineer,118865,EX,M,PhD,13,Finance
Data Engineer,72360,MI,M,Associate,2,Retail
AI Product Manager,64858,EN,S,Master,0,Technology
ML Ops Engineer,75587,MI,S,PhD,4,Technology
Data Analyst,46856,EN,L,Master,1,Manufacturing
AI Research Scientist,112650,SE,S,PhD,7,Telecommunications
AI Architect,90097,SE,M,Master,6,Real Estate
Head of AI,73980,MI,L,Associate,4,Healthcare
AI Software Engineer,320849,EX,L,Associate,19,Media
AI Software Engineer,165290,EX,M,Master,11,Gaming
Machine Learning Researcher,117475,EX,S,Master,14,Consulting
Computer Vision Engineer,97505,MI,L,Bachelor,3,Real Estate
Data Analyst,105527,EN,M,Master,1,Automotive
Principal Data Scientist,57436,MI,S,Associate,3,Media
Deep Learning Engineer,64509,EN,L,Bachelor,0,Education
Data Scientist,79958,EN,S,Bachelor,0,Telecommunications
Machine Learning Engineer,78575,EN,M,Bachelor,0,Finance
AI Software Engineer,95039,SE,S,Associate,8,Technology
Principal Data Scientist,47838,EN,S,Associate,0,Energy
Machine Learning Engineer,250873,EX,L,PhD,10,Media
Research Scientist,59483,EN,M,Master,1,Real Estate
ML Ops Engineer,149960,EX,S,Associate,19,Finance
Head of AI,82304,EN,L,PhD,0,Media
AI Specialist,65507,EN,L,Associate,1,Retail
Research Scientist,139402,SE,M,Bachelor,6,Retail
Data Analyst,46291,EN,L,Master,1,Consulting
Machine Learning Engineer,195647,EX,M,PhD,18,Gaming
Head of AI,61653,EN,S,Associate,1,Gaming
Data Engineer,54707,MI,M,Master,2,Manufacturing
Computer Vision Engineer,93488,MI,S,Master,2,Energy
Autonomous Systems Engineer,58368,EN,L,Bachelor,0,Gaming
ML Ops Engineer,150930,EX,L,PhD,17,Retail
AI Software Engineer,49624,EN,M,Associate,1,Education
Autonomous Systems Engineer,78968,MI,S,Master,4,Technology
Research Scientist,73817,EN,M,PhD,0,Education
ML Ops Engineer,71342,MI,L,Master,4,Automotive
AI Specialist,110450,MI,M,Master,3,Consulting
Research Scientist,174739,EX,S,PhD,11,Real Estate
Deep Learning Engineer,77746,MI,M,Bachelor,4,Education
Computer Vision Engineer,116592,MI,M,Associate,2,Technology
AI Architect,89632,MI,L,Bachelor,3,Media
NLP Engineer,112834,SE,L,PhD,6,Government
Data Engineer,94160,MI,L,PhD,3,Retail
AI Product Manager,81397,MI,S,PhD,4,Automotive
Data Scientist,140129,SE,L,Master,6,Healthcare
Machine Learning Researcher,247664,EX,M,Master,17,Education
Robotics Engineer,66040,MI,S,Associate,4,Gaming
Principal Data Scientist,172202,SE,M,Bachelor,8,Energy
Data Analyst,42509,EN,M,PhD,0,Media
Autonomous Systems Engineer,94844,MI,M,Bachelor,4,Healthcare
Research Scientist,57433,EN,M,Associate,1,Media
Research Scientist,124365,EX,S,Bachelor,12,Telecommunications
AI Architect,238496,EX,L,PhD,16,Gaming
AI Consultant,37420,EN,M,Master,0,Education
Data Engineer,253381,EX,M,PhD,16,Consulting
NLP Engineer,126229,MI,L,PhD,3,Healthcare
Machine Learning Researcher,81867,MI,L,PhD,2,Real Estate
Deep Learning Engineer,131190,EX,M,Bachelor,13,Manufacturing
ML Ops Engineer,130445,SE,M,Bachelor,5,Technology
AI Software Engineer,216468,EX,M,PhD,14,Retail
AI Product Manager,148896,EX,S,PhD,19,Consulting
Data Engineer,85663,MI,S,Associate,2,Energy
NLP Engineer,65067,MI,M,Bachelor,4,Healthcare
AI Architect,104098,MI,L,Associate,3,Consulting
Machine Learning Researcher,87851,EN,L,Bachelor,1,Manufacturing
AI Product Manager,63265,MI,L,Associate,4,Finance
Robotics Engineer,73159,MI,M,Master,3,Healthcare
Computer Vision Engineer,85360,SE,L,Master,7,Telecommunications
Robotics Engineer,100714,SE,M,Master,8,Government
Machine Learning Engineer,183897,EX,L,Bachelor,16,Education
AI Consultant,73256,SE,S,PhD,5,Real Estate
Head of AI,211282,EX,M,Master,14,Finance
Autonomous Systems Engineer,88417,EN,L,Associate,1,Government
AI Software Engineer,188736,EX,L,Associate,13,Media
Computer Vision Engineer,75639,EN,M,Bachelor,1,Finance
Computer Vision Engineer,163410,MI,L,Master,2,Retail
ML Ops Engineer,51802,EN,M,Associate,0,Automotive
Deep Learning Engineer,55007,EN,M,Bachelor,1,Telecommunications
Deep Learning Engineer,87753,MI,L,Associate,2,Healthcare
Machine Learning Researcher,65270,EN,L,Master,1,Automotive
AI Research Scientist,179668,SE,M,Master,5,Real Estate
Head of AI,59397,EN,L,Bachelor,0,Transportation
Autonomous Systems Engineer,80369,MI,L,PhD,3,Transportation
Head of AI,73328,EN,L,Associate,0,Technology
Deep Learning Engineer,80349,EN,L,Associate,1,Real Estate
AI Software Engineer,98948,EN,L,Bachelor,0,Healthcare
Machine Learning Researcher,112840,SE,L,Master,8,Finance
Data Analyst,106633,MI,M,PhD,4,Gaming
Data Scientist,91240,SE,L,Associate,8,Education
AI Specialist,103282,MI,M,Bachelor,2,Telecommunications
Data Scientist,43596,EN,S,PhD,1,Education
NLP Engineer,113988,SE,L,Bachelor,8,Manufacturing
Autonomous Systems Engineer,163552,SE,L,Bachelor,8,Government
Autonomous Systems Engineer,53083,EN,L,Master,1,Retail
Autonomous Systems Engineer,66010,SE,S,Associate,6,Finance
Machine Learning Researcher,62983,MI,S,Bachelor,4,Transportation
Autonomous Systems Engineer,333965,EX,L,Bachelor,16,Manufacturing
AI Research Scientist,66011,EN,S,Master,0,Consulting
Principal Data Scientist,78206,EN,L,Master,0,Finance
Head of AI,70992,EN,M,Associate,0,Telecommunications
Machine Learning Engineer,74401,SE,M,Bachelor,8,Consulting
ML Ops Engineer,141594,EX,L,Bachelor,13,Energy
Autonomous Systems Engineer,60086,EN,L,Bachelor,1,Finance
Deep Learning Engineer,91135,EN,S,Bachelor,1,Healthcare
Data Analyst,66941,EN,M,Bachelor,1,Automotive
AI Specialist,196688,EX,L,Bachelor,13,Real Estate
AI Research Scientist,44462,EN,M,Bachelor,1,Gaming
Data Scientist,181979,EX,M,Associate,17,Consulting
AI Software Engineer,127730,SE,S,Master,7,Consulting
Machine Learning Researcher,52943,EN,M,Associate,0,Manufacturing
AI Product Manager,73980,SE,M,PhD,5,Telecommunications
Deep Learning Engineer,124242,MI,M,Master,3,Consulting
Data Scientist,105429,EX,M,Bachelor,13,Technology
Machine Learning Engineer,88279,MI,L,Associate,2,Energy
Machine Learning Researcher,166828,EX,S,Bachelor,15,Technology
Head of AI,234880,SE,L,Associate,6,Transportation
Machine Learning Researcher,74577,SE,M,PhD,8,Education
Deep Learning Engineer,53691,EN,S,Master,0,Healthcare
Research Scientist,139100,EX,L,Bachelor,12,Manufacturing
ML Ops Engineer,102383,MI,L,Master,4,Education
Robotics Engineer,99560,SE,L,PhD,6,Manufacturing
Autonomous Systems Engineer,112684,SE,L,Associate,9,Consulting
Machine Learning Engineer,56830,MI,M,Master,3,Manufacturing
NLP Engineer,87292,EN,L,Master,1,Healthcare
Data Engineer,126687,SE,L,Bachelor,6,Transportation
ML Ops Engineer,92064,EX,S,PhD,19,Automotive
Data Scientist,82157,SE,S,Master,7,Finance
NLP Engineer,109878,MI,M,Master,3,Media
Machine Learning Engineer,129529,MI,L,PhD,4,Media
AI Architect,135093,SE,M,Associate,6,Government
Computer Vision Engineer,108810,MI,L,PhD,2,Transportation
Principal Data Scientist,122159,MI,S,Bachelor,4,Telecommunications
Research Scientist,82530,EN,L,PhD,0,Real Estate
Autonomous Systems Engineer,70959,EN,S,PhD,1,Transportation
Data Analyst,62471,EN,L,PhD,0,Gaming
Head of AI,288318,EX,M,Bachelor,18,Gaming
Data Engineer,59797,MI,M,Associate,4,Government
Machine Learning Engineer,70791,EN,M,Master,1,Media
AI Research Scientist,98606,MI,L,Bachelor,2,Retail
Machine Learning Engineer,140375,SE,S,Associate,7,Automotive
Autonomous Systems Engineer,161632,SE,M,Bachelor,6,Automotive
Deep Learning Engineer,71415,MI,L,Bachelor,2,Healthcare
AI Specialist,94600,MI,M,PhD,3,Gaming
Robotics Engineer,211100,EX,L,Bachelor,19,Energy
Autonomous Systems Engineer,205127,EX,M,Bachelor,11,Manufacturing
Data Engineer,124633,SE,S,Master,7,Automotive
AI Specialist,56219,MI,M,Master,2,Media
Head of AI,195002,EX,M,PhD,15,Technology
Robotics Engineer,53082,EN,L,Bachelor,1,Government
Machine Learning Engineer,90891,SE,S,Bachelor,6,Government
